,Age,Years_at_Company,Performance_Score,Leadership_Score,Training_Hours,Projects_Handled,Peer_Review_Score,Current_Position_Level,Training_Level,Leadership_Level,Projects_per_Years,Project_Level,Tenure_Level,Age_Group,Projects_per_Years_log
638,38.0,0.0,5.0,51.0,154.0,1.0,96.0,Mid,High,Medium,1.0,High,New,Early Mid,0.6931471805599453
639,33.0,8.0,2.0,81.0,150.0,11.0,7.0,Lead,High,Very High,1.2222222222222223,Very High,New,Early Mid,0.7985076962177716
640,27.0,16.0,5.0,25.0,116.0,15.0,59.0,Lead,Moderate,Low,0.8823529411764706,High,Senior,Young,0.6325225587435105
641,43.0,27.0,5.0,61.0,65.0,4.0,86.0,Mid,Low,High,0.14285714285714285,Low,Veteran,Late Mid,0.13353139262452263
642,37.0,2.0,5.0,38.0,170.0,14.0,52.0,Mid,Very High,Medium,4.666666666666667,Very High,New,Early Mid,1.7346010553881064
643,25.0,28.0,1.0,32.0,194.0,15.0,79.0,Junior,Very High,Medium,0.5172413793103449,Moderate,Veteran,Young,0.41689380393178715
644,46.0,17.0,5.0,77.0,103.0,4.0,70.0,Senior,Moderate,Very High,0.2222222222222222,Low,Senior,Late Mid,0.20067069546215116
645,54.0,5.0,3.0,51.0,56.0,7.0,51.0,Mid,Low,Medium,1.1666666666666667,Very High,New,Senior,0.7731898882334818
646,22.0,11.0,1.0,33.0,93.0,10.0,86.0,Senior,Moderate,Medium,0.8333333333333334,High,Mid,Young,0.6061358035703156
647,36.0,21.0,3.0,22.0,76.0,11.0,13.0,Senior,Low,Low,0.5,Moderate,Senior,Early Mid,0.4054651081081644
648,38.0,5.0,4.0,31.0,135.0,0.0,38.0,Junior,High,Medium,0.0,Low,New,Early Mid,0.0
649,40.0,3.0,3.0,70.0,178.0,10.0,79.0,Lead,Very High,High,2.5,Very High,New,Early Mid,1.252762968495368
650,40.0,21.0,5.0,38.0,103.0,11.0,78.0,Junior,Moderate,Medium,0.5,Moderate,Senior,Early Mid,0.4054651081081644
652,22.0,18.0,5.0,69.0,62.0,12.0,98.0,Mid,Low,High,0.631578947368421,Moderate,Senior,Young,0.4895482253187058
653,44.0,25.0,2.0,4.0,156.0,0.0,44.0,Senior,High,Low,0.0,Low,Veteran,Late Mid,0.0
654,37.0,2.0,5.0,2.0,96.0,14.0,45.0,Mid,Moderate,Low,4.666666666666667,Very High,New,Early Mid,1.7346010553881064
655,45.0,13.0,4.0,7.0,107.0,1.0,2.0,Senior,Moderate,Low,0.07142857142857142,Low,Mid,Late Mid,0.06899287148695145
656,41.0,21.0,5.0,38.0,58.0,17.0,57.0,Senior,Low,Medium,0.7727272727272727,High,Senior,Early Mid,0.5725191927713306
657,36.0,1.0,4.0,51.0,21.0,7.0,21.0,Mid,Very Low,Medium,3.5,Very High,New,Early Mid,1.5040773967762742
658,45.0,10.0,2.0,81.0,68.0,18.0,60.0,Lead,Low,Very High,1.6363636363636365,Very High,Mid,Late Mid,0.9694005571881035
659,58.0,8.0,5.0,50.0,162.0,18.0,87.0,Junior,Very High,Medium,2.0,Very High,New,Senior,1.0986122886681096
661,53.0,8.0,4.0,29.0,176.0,6.0,46.0,Lead,Very High,Medium,0.6666666666666666,High,New,Senior,0.5108256237659907
662,52.0,17.0,4.0,95.0,148.0,14.0,92.0,Junior,High,Very High,0.7777777777777778,High,Senior,Senior,0.5753641449035618
663,36.0,19.0,4.0,51.0,10.0,10.0,37.0,Lead,Very Low,Medium,0.5,Moderate,Senior,Early Mid,0.4054651081081644
664,22.0,16.0,5.0,0.0,65.0,2.0,30.0,Senior,Low,Low,0.11764705882352941,Low,Senior,Young,0.11122563511022437
666,56.0,29.0,3.0,85.0,191.0,13.0,54.0,Mid,Very High,Very High,0.43333333333333335,Moderate,Veteran,Senior,0.36000273403140703
667,58.0,20.0,4.0,52.0,10.0,18.0,79.0,Junior,Very Low,High,0.8571428571428571,High,Senior,Senior,0.6190392084062234
668,51.0,10.0,1.0,51.0,136.0,16.0,1.0,Mid,High,Medium,1.4545454545454546,Very High,Mid,Senior,0.8979415932059586
669,47.0,8.0,5.0,47.0,103.0,10.0,75.0,Lead,Moderate,Medium,1.1111111111111112,High,New,Late Mid,0.7472144018302211
670,32.0,27.0,2.0,33.0,3.0,11.0,88.0,Senior,Very Low,Medium,0.39285714285714285,Moderate,Veteran,Young,0.3313571359544425
671,53.0,18.0,4.0,90.0,78.0,14.0,91.0,Lead,Low,Very High,0.7368421052631579,High,Senior,Senior,0.5520685823000397
672,23.0,20.0,1.0,20.0,90.0,10.0,93.0,Mid,Moderate,Low,0.47619047619047616,Moderate,Senior,Young,0.38946476676172326
673,31.0,2.0,3.0,83.0,119.0,19.0,38.0,Junior,High,Very High,6.333333333333333,Very High,New,Young,1.992430164690206
674,43.0,1.0,2.0,57.0,120.0,12.0,11.0,Junior,High,High,6.0,Very High,New,Late Mid,1.9459101490553132
675,30.0,26.0,1.0,59.0,93.0,15.0,34.0,Mid,Moderate,High,0.5555555555555556,Moderate,Veteran,Young,0.44183275227903923
676,51.0,23.0,1.0,67.0,71.0,11.0,4.0,Mid,Low,High,0.4583333333333333,Moderate,Veteran,Senior,0.37729423114146804
677,41.0,2.0,3.0,58.0,118.0,4.0,5.0,Mid,High,High,1.3333333333333333,Very High,New,Early Mid,0.8472978603872036
678,42.0,19.0,5.0,81.0,82.0,17.0,36.0,Senior,Low,Very High,0.85,High,Senior,Late Mid,0.6151856390902335
679,39.0,16.0,2.0,33.0,103.0,2.0,38.0,Junior,Moderate,Medium,0.11764705882352941,Low,Senior,Early Mid,0.11122563511022437
680,41.0,20.0,4.0,72.0,49.0,15.0,76.0,Junior,Low,High,0.7142857142857143,High,Senior,Early Mid,0.538996500732687
681,37.0,21.0,3.0,40.0,171.0,0.0,10.0,Lead,Very High,Medium,0.0,Low,Senior,Early Mid,0.0
682,56.0,23.0,4.0,36.0,30.0,19.0,46.0,Mid,Very Low,Medium,0.7916666666666666,High,Veteran,Senior,0.5831462853456167
684,51.0,15.0,1.0,73.0,32.0,9.0,98.0,Senior,Very Low,High,0.5625,Moderate,Mid,Senior,0.44628710262841953
685,24.0,28.0,2.0,38.0,137.0,4.0,95.0,Senior,High,Medium,0.13793103448275862,Low,Veteran,Young,0.1292117314800062
686,53.0,15.0,3.0,52.0,76.0,14.0,8.0,Mid,Low,High,0.875,High,Mid,Senior,0.6286086594223741
688,47.0,22.0,3.0,36.0,191.0,18.0,30.0,Mid,Very High,Medium,0.782608695652174,High,Senior,Late Mid,0.5780778507751582
689,26.0,13.0,5.0,70.0,141.0,4.0,90.0,Lead,High,High,0.2857142857142857,Low,Mid,Young,0.25131442828090605
690,49.0,24.0,2.0,69.0,16.0,7.0,46.0,Mid,Very Low,High,0.28,Low,Veteran,Late Mid,0.2468600779315258
691,29.0,23.0,5.0,18.0,103.0,8.0,75.0,Mid,Moderate,Low,0.3333333333333333,Low,Veteran,Young,0.2876820724517809
693,57.0,6.0,5.0,73.0,32.0,1.0,45.0,Mid,Very Low,High,0.14285714285714285,Low,New,Senior,0.13353139262452263
694,34.0,23.0,1.0,85.0,11.0,10.0,19.0,Junior,Very Low,Very High,0.4166666666666667,Moderate,Veteran,Early Mid,0.3483066942682158
695,41.0,15.0,4.0,63.0,118.0,10.0,20.0,Senior,High,High,0.625,Moderate,Mid,Early Mid,0.48550781578170077
696,39.0,18.0,4.0,62.0,63.0,4.0,19.0,Mid,Low,High,0.21052631578947367,Low,Senior,Early Mid,0.19105523676270922
697,41.0,1.0,4.0,90.0,161.0,13.0,16.0,Junior,Very High,Very High,6.5,Very High,New,Early Mid,2.0149030205422647
698,54.0,6.0,2.0,86.0,57.0,6.0,45.0,Mid,Low,Very High,0.8571428571428571,High,New,Senior,0.6190392084062234
699,42.0,15.0,4.0,17.0,94.0,17.0,15.0,Lead,Moderate,Low,1.0625,High,Mid,Late Mid,0.723918839226699
700,45.0,0.0,5.0,49.0,95.0,6.0,90.0,Junior,Moderate,Medium,6.0,Very High,New,Late Mid,1.9459101490553132
701,49.0,21.0,4.0,45.0,125.0,19.0,44.0,Junior,High,Medium,0.8636363636363636,High,Senior,Late Mid,0.622529613345992
702,26.0,13.0,2.0,65.0,65.0,2.0,76.0,Junior,Low,High,0.14285714285714285,Low,Mid,Young,0.13353139262452263
704,45.0,13.0,2.0,73.0,6.0,16.0,92.0,Mid,Very Low,High,1.1428571428571428,High,Mid,Late Mid,0.7621400520468967
705,35.0,22.0,2.0,25.0,103.0,8.0,56.0,Junior,Moderate,Low,0.34782608695652173,Low,Senior,Early Mid,0.29849298855599654
706,57.0,15.0,5.0,52.0,170.0,16.0,85.0,Senior,Very High,High,1.0,High,Mid,Senior,0.6931471805599453
707,57.0,21.0,3.0,95.0,1.0,13.0,36.0,Lead,Very Low,Very High,0.5909090909090909,Moderate,Senior,Senior,0.46430560813109784
708,47.0,26.0,1.0,94.0,188.0,15.0,67.0,Junior,Very High,Very High,0.5555555555555556,Moderate,Veteran,Late Mid,0.44183275227903923
710,42.0,5.0,4.0,96.0,145.0,18.0,63.0,Senior,High,Very High,3.0,Very High,New,Late Mid,1.3862943611198906
711,41.0,26.0,5.0,35.0,24.0,18.0,42.0,Lead,Very Low,Medium,0.6666666666666666,High,Veteran,Early Mid,0.5108256237659907
712,55.0,12.0,1.0,10.0,38.0,6.0,24.0,Junior,Very Low,Low,0.46153846153846156,Moderate,Mid,Senior,0.37948962170490375
713,35.0,22.0,3.0,96.0,157.0,18.0,78.0,Lead,High,Very High,0.782608695652174,High,Senior,Early Mid,0.5780778507751582
714,42.0,10.0,2.0,91.0,45.0,14.0,73.0,Senior,Low,Very High,1.2727272727272727,Very High,Mid,Late Mid,0.8209805520698302
715,40.0,15.0,4.0,13.0,103.0,16.0,47.0,Senior,Moderate,Low,1.0,High,Mid,Early Mid,0.6931471805599453
716,33.0,26.0,3.0,19.0,103.0,12.0,87.0,Lead,Moderate,Low,0.4444444444444444,Moderate,Veteran,Early Mid,0.36772478012531734
717,57.0,28.0,5.0,39.0,187.0,15.0,51.0,Senior,Very High,Medium,0.5172413793103449,Moderate,Veteran,Senior,0.41689380393178715
718,51.0,10.0,2.0,11.0,103.0,13.0,51.0,Mid,Moderate,Low,1.1818181818181819,Very High,Mid,Senior,0.7801585575495751
719,54.0,1.0,5.0,32.0,134.0,4.0,36.0,Junior,High,Medium,2.0,Very High,New,Senior,1.0986122886681096
720,44.0,27.0,2.0,6.0,127.0,13.0,34.0,Lead,High,Low,0.4642857142857143,Moderate,Veteran,Late Mid,0.3813675565291039
721,41.0,11.0,2.0,85.0,138.0,3.0,44.0,Senior,High,Very High,0.25,Low,Mid,Early Mid,0.22314355131420976
723,49.0,23.0,5.0,16.0,18.0,16.0,63.0,Mid,Very Low,Low,0.6666666666666666,High,Veteran,Late Mid,0.5108256237659907
724,40.0,26.0,3.0,94.0,33.0,5.0,51.0,Lead,Very Low,Very High,0.18518518518518517,Low,Veteran,Early Mid,0.16989903679539747
725,58.0,23.0,3.0,61.0,107.0,4.0,10.0,Junior,Moderate,High,0.16666666666666666,Low,Veteran,Senior,0.1541506798272583
726,52.0,0.0,4.0,66.0,175.0,7.0,84.0,Lead,Very High,High,7.0,Very High,New,Senior,2.0794415416798357
727,38.0,17.0,1.0,56.0,33.0,4.0,69.0,Mid,Very Low,High,0.2222222222222222,Low,Senior,Early Mid,0.20067069546215116
728,49.0,7.0,2.0,86.0,79.0,11.0,15.0,Senior,Low,Very High,1.375,Very High,New,Late Mid,0.8649974374866045
729,25.0,20.0,2.0,66.0,155.0,0.0,33.0,Junior,High,High,0.0,Low,Senior,Young,0.0
730,27.0,21.0,3.0,59.0,157.0,15.0,28.0,Junior,High,High,0.6818181818181818,High,Senior,Young,0.5198754592859085
731,40.0,18.0,3.0,59.0,168.0,9.0,63.0,Junior,Very High,High,0.47368421052631576,Moderate,Senior,Early Mid,0.38776553100876343
732,44.0,1.0,1.0,8.0,38.0,14.0,33.0,Mid,Very Low,Low,7.0,Very High,New,Late Mid,2.0794415416798357
733,27.0,16.0,5.0,46.0,64.0,7.0,92.0,Junior,Low,Medium,0.4117647058823529,Moderate,Senior,Young,0.34484048629172953
734,45.0,15.0,3.0,89.0,129.0,6.0,96.0,Lead,High,Very High,0.375,Moderate,Mid,Late Mid,0.3184537311185346
735,43.0,18.0,5.0,88.0,41.0,8.0,67.0,Senior,Very Low,Very High,0.42105263157894735,Moderate,Senior,Late Mid,0.3513978868378886
737,35.0,3.0,4.0,36.0,106.0,17.0,44.0,Senior,Moderate,Medium,4.25,Very High,New,Early Mid,1.6582280766035324
738,45.0,9.0,4.0,48.0,55.0,16.0,87.0,Junior,Low,Medium,1.6,Very High,Mid,Late Mid,0.9555114450274365
739,46.0,10.0,5.0,6.0,105.0,5.0,59.0,Lead,Moderate,Low,0.45454545454545453,Moderate,Mid,Late Mid,0.3746934494414107
740,38.0,13.0,5.0,15.0,40.0,19.0,22.0,Mid,Very Low,Low,1.3571428571428572,Very High,Mid,Early Mid,0.8574502318512216
741,56.0,13.0,5.0,56.0,180.0,10.0,4.0,Junior,Very High,High,0.7142857142857143,High,Mid,Senior,0.538996500732687
742,41.0,25.0,1.0,69.0,184.0,6.0,96.0,Mid,Very High,High,0.23076923076923078,Low,Veteran,Early Mid,0.20763936477824452
743,49.0,10.0,4.0,39.0,108.0,7.0,21.0,Mid,Moderate,Medium,0.6363636363636364,Moderate,Mid,Late Mid,0.4924764850977942
744,23.0,24.0,1.0,51.0,13.0,9.0,62.0,Mid,Very Low,Medium,0.36,Moderate,Veteran,Young,0.3074846997479606
745,55.0,10.0,4.0,51.0,9.0,10.0,21.0,Mid,Very Low,Medium,0.9090909090909091,High,Mid,Senior,0.6466271649250525
746,22.0,3.0,2.0,26.0,38.0,5.0,99.0,Lead,Very Low,Low,1.25,Very High,New,Young,0.8109302162163288
747,24.0,25.0,2.0,74.0,1.0,6.0,43.0,Lead,Very Low,Very High,0.23076923076923078,Low,Veteran,Young,0.20763936477824452
748,43.0,24.0,3.0,16.0,169.0,10.0,44.0,Mid,Very High,Low,0.4,Moderate,Veteran,Late Mid,0.33647223662121295
750,36.0,9.0,4.0,39.0,164.0,19.0,88.0,Lead,Very High,Medium,1.9,Very High,Mid,Early Mid,1.0647107369924282
751,57.0,13.0,5.0,46.0,74.0,7.0,14.0,Mid,Low,Medium,0.5,Moderate,Mid,Senior,0.4054651081081644
752,33.0,17.0,3.0,31.0,36.0,8.0,3.0,Lead,Very Low,Medium,0.4444444444444444,Moderate,Senior,Early Mid,0.36772478012531734
753,58.0,16.0,2.0,62.0,83.0,12.0,24.0,Mid,Low,High,0.7058823529411765,High,Senior,Senior,0.534082485930258
754,28.0,5.0,2.0,94.0,119.0,4.0,42.0,Junior,High,Very High,0.6666666666666666,High,New,Young,0.5108256237659907
755,52.0,4.0,1.0,29.0,139.0,13.0,77.0,Lead,High,Medium,2.6,Very High,New,Senior,1.2809338454620645
756,26.0,18.0,2.0,17.0,198.0,10.0,81.0,Junior,Very High,Low,0.5263157894736842,Moderate,Senior,Young,0.42285685082003355
757,48.0,5.0,1.0,2.0,133.0,17.0,74.0,Mid,High,Low,2.8333333333333335,Very High,New,Late Mid,1.3437347467010947
758,46.0,10.0,1.0,48.0,109.0,1.0,30.0,Senior,Moderate,Medium,0.09090909090909091,Low,Mid,Late Mid,0.08701137698962977
759,38.0,11.0,1.0,71.0,117.0,2.0,51.0,Lead,Moderate,High,0.16666666666666666,Low,Mid,Early Mid,0.1541506798272583
760,49.0,2.0,3.0,54.0,198.0,15.0,78.0,Senior,Very High,High,5.0,Very High,New,Late Mid,1.791759469228055
761,48.0,14.0,4.0,29.0,159.0,9.0,51.0,Lead,High,Medium,0.6,Moderate,Mid,Late Mid,0.4700036292457356
762,41.0,23.0,5.0,51.0,177.0,12.0,64.0,Senior,Very High,Medium,0.5,Moderate,Veteran,Early Mid,0.4054651081081644
763,50.0,3.0,5.0,15.0,163.0,15.0,83.0,Mid,Very High,Low,3.75,Very High,New,Senior,1.55814461804655
764,48.0,21.0,1.0,19.0,27.0,14.0,2.0,Mid,Very Low,Low,0.6363636363636364,Moderate,Senior,Late Mid,0.4924764850977942
765,38.0,12.0,4.0,21.0,182.0,0.0,59.0,Lead,Very High,Low,0.0,Low,Mid,Early Mid,0.0
766,59.0,13.0,3.0,73.0,131.0,6.0,91.0,Mid,High,High,0.42857142857142855,Moderate,Mid,Senior,0.35667494393873234
767,37.0,13.0,2.0,21.0,177.0,10.0,87.0,Mid,Very High,Low,0.7142857142857143,High,Mid,Early Mid,0.538996500732687
768,30.0,5.0,2.0,37.0,139.0,14.0,12.0,Junior,High,Medium,2.3333333333333335,Very High,New,Young,1.2039728043259361
769,53.0,10.0,5.0,36.0,145.0,10.0,52.0,Junior,High,Medium,0.9090909090909091,High,Mid,Senior,0.6466271649250525
770,22.0,29.0,1.0,84.0,50.0,2.0,95.0,Senior,Low,Very High,0.06666666666666667,Low,Veteran,Young,0.06453852113757116
771,30.0,22.0,4.0,71.0,73.0,10.0,73.0,Senior,Low,High,0.43478260869565216,Moderate,Senior,Young,0.36101334553733055
772,28.0,2.0,3.0,2.0,107.0,10.0,94.0,Mid,Moderate,Low,3.3333333333333335,Very High,New,Young,1.4663370687934272
773,58.0,8.0,2.0,91.0,60.0,14.0,56.0,Lead,Low,Very High,1.5555555555555556,Very High,New,Senior,0.9382696385929303
775,58.0,6.0,4.0,42.0,35.0,10.0,76.0,Mid,Very Low,Medium,1.4285714285714286,Very High,New,Senior,0.8873031950009028
776,25.0,3.0,3.0,58.0,61.0,10.0,20.0,Senior,Low,High,2.5,Very High,New,Young,1.252762968495368
777,58.0,11.0,4.0,68.0,137.0,7.0,89.0,Mid,High,High,0.5833333333333334,Moderate,Mid,Senior,0.4595323293784402
778,31.0,24.0,4.0,94.0,61.0,8.0,55.0,Junior,Low,Very High,0.32,Low,Veteran,Young,0.2776317365982795
779,31.0,14.0,5.0,83.0,107.0,8.0,79.0,Lead,Moderate,Very High,0.5333333333333333,Moderate,Mid,Young,0.4274440148269396
780,56.0,29.0,2.0,7.0,29.0,10.0,55.0,Lead,Very Low,Low,0.3333333333333333,Low,Veteran,Senior,0.2876820724517809
781,29.0,26.0,1.0,85.0,59.0,16.0,20.0,Senior,Low,Very High,0.5925925925925926,Moderate,Veteran,Young,0.4653632496892333
782,44.0,17.0,1.0,56.0,80.0,18.0,51.0,Lead,Low,High,1.0,High,Senior,Late Mid,0.6931471805599453
783,28.0,7.0,3.0,39.0,21.0,14.0,51.0,Senior,Very Low,Medium,1.75,Very High,New,Young,1.0116009116784799
784,23.0,26.0,2.0,25.0,100.0,2.0,26.0,Junior,Moderate,Low,0.07407407407407407,Low,Veteran,Young,0.07145896398214495
785,59.0,14.0,5.0,51.0,103.0,11.0,68.0,Mid,Moderate,Medium,0.7333333333333333,High,Mid,Senior,0.550046336919272
786,41.0,15.0,1.0,77.0,32.0,15.0,38.0,Senior,Very Low,Very High,0.9375,High,Mid,Early Mid,0.661398482245365
787,52.0,16.0,2.0,12.0,31.0,3.0,70.0,Mid,Very Low,Low,0.17647058823529413,Low,Senior,Senior,0.1625189294977749
788,51.0,26.0,2.0,74.0,79.0,7.0,36.0,Lead,Low,Very High,0.25925925925925924,Low,Veteran,Senior,0.2305236586118323
789,46.0,18.0,5.0,51.0,25.0,10.0,70.0,Junior,Very Low,Medium,0.5263157894736842,Moderate,Senior,Late Mid,0.42285685082003355
790,31.0,0.0,3.0,76.0,142.0,4.0,35.0,Lead,High,Very High,4.0,Very High,New,Young,1.6094379124341003
791,38.0,20.0,2.0,18.0,94.0,6.0,55.0,Mid,Moderate,Low,0.2857142857142857,Low,Senior,Early Mid,0.25131442828090605
792,30.0,20.0,4.0,62.0,164.0,9.0,18.0,Senior,Very High,High,0.42857142857142855,Moderate,Senior,Young,0.35667494393873234
793,53.0,23.0,1.0,13.0,73.0,18.0,23.0,Junior,Low,Low,0.75,High,Veteran,Senior,0.5596157879354227
794,45.0,22.0,3.0,77.0,112.0,12.0,19.0,Mid,Moderate,Very High,0.5217391304347826,Moderate,Senior,Late Mid,0.41985384556026395
795,37.0,7.0,5.0,6.0,166.0,18.0,90.0,Junior,Very High,Low,2.25,Very High,New,Early Mid,1.1786549963416462
796,33.0,13.0,4.0,60.0,62.0,18.0,5.0,Junior,Low,High,1.2857142857142858,Very High,Mid,Early Mid,0.8266785731844679
797,56.0,6.0,2.0,62.0,54.0,5.0,51.0,Senior,Low,High,0.7142857142857143,High,New,Senior,0.538996500732687
798,38.0,23.0,3.0,78.0,163.0,1.0,87.0,Lead,Very High,Very High,0.041666666666666664,Low,Veteran,Early Mid,0.040821994520255124
799,50.0,29.0,2.0,29.0,87.0,18.0,56.0,Lead,Moderate,Medium,0.6,Moderate,Veteran,Senior,0.4700036292457356
800,57.0,8.0,3.0,80.0,198.0,10.0,85.0,Lead,Very High,Very High,1.1111111111111112,High,New,Senior,0.7472144018302211
801,56.0,27.0,5.0,81.0,87.0,17.0,74.0,Mid,Moderate,Very High,0.6071428571428571,Moderate,Veteran,Senior,0.4744579795951158
802,25.0,10.0,5.0,31.0,19.0,9.0,85.0,Mid,Very Low,Medium,0.8181818181818182,High,Mid,Young,0.5978370007556205
803,28.0,2.0,3.0,18.0,4.0,10.0,97.0,Mid,Very Low,Low,3.3333333333333335,Very High,New,Young,1.4663370687934272
804,40.0,14.0,1.0,57.0,132.0,3.0,98.0,Junior,High,High,0.2,Low,Mid,Early Mid,0.18232155679395462
805,41.0,20.0,2.0,89.0,180.0,12.0,32.0,Mid,Very High,Very High,0.5714285714285714,Moderate,Senior,Early Mid,0.4519851237430572
806,43.0,19.0,3.0,80.0,79.0,13.0,82.0,Junior,Low,Very High,0.65,High,Senior,Late Mid,0.5007752879124893
807,42.0,27.0,4.0,91.0,176.0,10.0,86.0,Junior,Very High,Very High,0.35714285714285715,Low,Veteran,Late Mid,0.30538164955118186
808,26.0,4.0,1.0,84.0,147.0,17.0,13.0,Senior,High,Very High,3.4,Very High,New,Young,1.4816045409242156
809,53.0,4.0,3.0,36.0,23.0,4.0,1.0,Lead,Very Low,Medium,0.8,High,New,Senior,0.5877866649021191
810,22.0,15.0,1.0,30.0,107.0,6.0,71.0,Junior,Moderate,Medium,0.375,Moderate,Mid,Young,0.3184537311185346
812,49.0,22.0,5.0,27.0,4.0,6.0,92.0,Mid,Very Low,Low,0.2608695652173913,Low,Senior,Late Mid,0.23180161405732433
813,58.0,29.0,1.0,40.0,136.0,10.0,79.0,Lead,High,Medium,0.3333333333333333,Low,Veteran,Senior,0.2876820724517809
814,41.0,5.0,5.0,39.0,176.0,18.0,87.0,Mid,Very High,Medium,3.0,Very High,New,Early Mid,1.3862943611198906
815,39.0,29.0,4.0,75.0,54.0,16.0,5.0,Senior,Low,Very High,0.5333333333333333,Moderate,Veteran,Early Mid,0.4274440148269396
816,26.0,6.0,1.0,69.0,18.0,18.0,21.0,Junior,Very Low,High,2.5714285714285716,Very High,New,Young,1.2729656758128876
817,52.0,14.0,4.0,64.0,162.0,2.0,27.0,Junior,Very High,High,0.13333333333333333,Low,Mid,Senior,0.12516314295400602
818,23.0,29.0,2.0,44.0,186.0,10.0,20.0,Senior,Very High,Medium,0.3333333333333333,Low,Veteran,Young,0.2876820724517809
820,23.0,17.0,1.0,75.0,91.0,14.0,8.0,Mid,Moderate,Very High,0.7777777777777778,High,Senior,Young,0.5753641449035618
821,39.0,8.0,3.0,82.0,23.0,7.0,51.0,Lead,Very Low,Very High,0.7777777777777778,High,New,Early Mid,0.5753641449035618
822,56.0,13.0,2.0,67.0,160.0,10.0,99.0,Mid,High,High,0.7142857142857143,High,Mid,Senior,0.538996500732687
823,46.0,14.0,1.0,7.0,147.0,10.0,92.0,Lead,High,Low,0.6666666666666666,High,Mid,Late Mid,0.5108256237659907
824,37.0,2.0,2.0,6.0,90.0,15.0,49.0,Junior,Moderate,Low,5.0,Very High,New,Early Mid,1.791759469228055
825,41.0,21.0,3.0,8.0,20.0,17.0,72.0,Senior,Very Low,Low,0.7727272727272727,High,Senior,Early Mid,0.5725191927713306
826,25.0,18.0,5.0,79.0,88.0,4.0,19.0,Senior,Moderate,Very High,0.21052631578947367,Low,Senior,Young,0.19105523676270922
827,53.0,6.0,1.0,23.0,120.0,9.0,43.0,Lead,High,Low,1.2857142857142858,Very High,New,Senior,0.8266785731844679
828,41.0,10.0,3.0,52.0,40.0,2.0,4.0,Mid,Very Low,High,0.18181818181818182,Low,Mid,Early Mid,0.1670540846631662
829,36.0,1.0,4.0,26.0,90.0,10.0,61.0,Junior,Moderate,Low,5.0,Very High,New,Early Mid,1.791759469228055
830,39.0,0.0,1.0,74.0,137.0,7.0,22.0,Mid,High,Very High,7.0,Very High,New,Early Mid,2.0794415416798357
831,41.0,5.0,5.0,74.0,188.0,19.0,41.0,Junior,Very High,Very High,3.1666666666666665,Very High,New,Early Mid,1.4271163556401456
832,24.0,29.0,2.0,27.0,128.0,2.0,66.0,Mid,High,Low,0.06666666666666667,Low,Veteran,Young,0.06453852113757116
833,41.0,2.0,1.0,93.0,174.0,17.0,10.0,Senior,Very High,Very High,5.666666666666667,Very High,New,Early Mid,1.8971199848858813
834,50.0,13.0,3.0,87.0,190.0,12.0,12.0,Senior,Very High,Very High,0.8571428571428571,High,Mid,Senior,0.6190392084062234
835,29.0,18.0,4.0,40.0,145.0,17.0,74.0,Mid,High,Medium,0.8947368421052632,High,Senior,Young,0.6390799592896695
836,22.0,15.0,5.0,89.0,3.0,6.0,6.0,Lead,Very Low,Very High,0.375,Moderate,Mid,Young,0.3184537311185346
837,42.0,20.0,1.0,18.0,103.0,17.0,33.0,Senior,Moderate,Low,0.8095238095238095,High,Senior,Late Mid,0.5930637220029628
838,23.0,10.0,3.0,14.0,146.0,10.0,44.0,Junior,High,Low,0.9090909090909091,High,Mid,Young,0.6466271649250525
839,55.0,23.0,1.0,11.0,172.0,8.0,41.0,Junior,Very High,Low,0.3333333333333333,Low,Veteran,Senior,0.2876820724517809
840,42.0,22.0,1.0,90.0,79.0,3.0,53.0,Lead,Low,Very High,0.13043478260869565,Low,Senior,Late Mid,0.12260232209233235
841,54.0,23.0,2.0,29.0,105.0,14.0,87.0,Lead,Moderate,Medium,0.5833333333333334,Moderate,Veteran,Senior,0.4595323293784402
842,28.0,26.0,1.0,8.0,133.0,10.0,22.0,Senior,High,Low,0.37037037037037035,Moderate,Veteran,Young,0.31508104663989533
843,36.0,3.0,2.0,51.0,3.0,8.0,4.0,Mid,Very Low,Medium,2.0,Very High,New,Early Mid,1.0986122886681096
844,30.0,4.0,5.0,30.0,1.0,13.0,62.0,Junior,Very Low,Medium,2.6,Very High,New,Young,1.2809338454620645
845,51.0,11.0,5.0,23.0,190.0,13.0,70.0,Junior,Very High,Low,1.0833333333333333,High,Mid,Senior,0.7339691750802004
846,38.0,14.0,1.0,85.0,12.0,13.0,97.0,Senior,Very Low,Very High,0.8666666666666667,High,Mid,Early Mid,0.6241543090729939
847,59.0,0.0,2.0,61.0,131.0,10.0,97.0,Junior,High,High,10.0,Very High,New,Senior,2.3978952727983707
848,42.0,25.0,2.0,80.0,12.0,6.0,51.0,Junior,Very Low,Very High,0.23076923076923078,Low,Veteran,Late Mid,0.20763936477824452
850,58.0,23.0,5.0,98.0,104.0,13.0,11.0,Mid,Moderate,Very High,0.5416666666666666,Moderate,Veteran,Senior,0.4328640822962788
851,38.0,19.0,5.0,90.0,115.0,10.0,12.0,Junior,Moderate,Very High,0.5,Moderate,Senior,Early Mid,0.4054651081081644
852,38.0,8.0,4.0,24.0,143.0,7.0,64.0,Junior,High,Low,0.7777777777777778,High,New,Early Mid,0.5753641449035618
