Employee_ID,Age,Years_at_Company,Performance_Score,Leadership_Score,Training_Hours,Projects_Handled,Peer_Review_Score,Current_Position_Level,Promotion_Eligible,Training_Level,Leadership_Level,Projects_per_Years,Project_Level,Tenure_Level,Age_Group,Projects_per_Years_log
EMP0589,35.0,3.0,1.0,51.0,151.0,15.0,79.0,Junior,1,High,Medium,3.75,Very High,New,Early Mid,1.55814461804655
EMP0590,23.0,29.0,3.0,51.0,28.0,9.0,51.0,Mid,1,Very Low,Medium,0.3,Low,Veteran,Young,0.26236426446749106
EMP0591,25.0,27.0,5.0,51.0,143.0,19.0,67.0,Lead,0,High,Medium,0.6785714285714286,High,Veteran,Young,0.5179430915348546
EMP0592,45.0,26.0,2.0,20.0,153.0,16.0,38.0,Mid,0,High,Low,0.5925925925925926,Moderate,Veteran,Late Mid,0.4653632496892333
EMP0593,57.0,26.0,3.0,51.0,53.0,13.0,49.0,Mid,0,Low,Medium,0.48148148148148145,Moderate,Veteran,Senior,0.39304258810960724
EMP0594,30.0,6.0,5.0,41.0,129.0,11.0,6.0,Lead,1,High,Medium,1.5714285714285714,Very High,New,Young,0.9444616088408514
EMP0595,37.0,0.0,1.0,59.0,199.0,10.0,77.0,Junior,1,Very High,High,10.0,Very High,New,Early Mid,2.3978952727983707
EMP0596,53.0,7.0,2.0,24.0,3.0,19.0,76.0,Lead,0,Very Low,Low,2.375,Very High,New,Senior,1.2163953243244932
EMP0597,53.0,22.0,2.0,65.0,2.0,6.0,93.0,Junior,0,Very Low,High,0.2608695652173913,Low,Senior,Senior,0.23180161405732433
EMP0598,48.0,6.0,4.0,33.0,115.0,10.0,87.0,Mid,0,Moderate,Medium,1.4285714285714286,Very High,New,Late Mid,0.8873031950009028
EMP0599,41.0,16.0,2.0,59.0,158.0,19.0,15.0,Junior,1,High,High,1.1176470588235294,High,Senior,Early Mid,0.750305594399894
EMP0600,25.0,28.0,1.0,27.0,48.0,18.0,97.0,Junior,1,Low,Low,0.6206896551724138,Moderate,Veteran,Young,0.48285177172358457
EMP0601,57.0,27.0,4.0,87.0,194.0,10.0,26.0,Junior,0,Very High,Very High,0.35714285714285715,Low,Veteran,Senior,0.30538164955118186
EMP0602,46.0,19.0,5.0,46.0,53.0,4.0,94.0,Mid,0,Low,Medium,0.2,Low,Senior,Late Mid,0.18232155679395462
EMP0603,36.0,28.0,3.0,96.0,197.0,11.0,7.0,Mid,0,Very High,Very High,0.3793103448275862,Moderate,Veteran,Early Mid,0.3215836241274623
EMP0604,33.0,5.0,4.0,66.0,22.0,15.0,72.0,Junior,0,Very Low,High,2.5,Very High,New,Early Mid,1.252762968495368
EMP0605,28.0,2.0,1.0,51.0,114.0,16.0,80.0,Senior,0,Moderate,Medium,5.333333333333333,Very High,New,Young,1.8458266904983307
EMP0606,57.0,24.0,1.0,6.0,54.0,18.0,51.0,Senior,0,Low,Low,0.72,High,Veteran,Senior,0.5423242908253616
EMP0607,45.0,16.0,3.0,52.0,69.0,7.0,59.0,Junior,0,Low,High,0.4117647058823529,Moderate,Senior,Late Mid,0.34484048629172953
EMP0608,27.0,10.0,4.0,1.0,44.0,11.0,82.0,Lead,1,Low,Low,1.0,High,Mid,Young,0.6931471805599453
EMP0609,52.0,19.0,5.0,48.0,75.0,5.0,27.0,Lead,0,Low,Medium,0.25,Low,Senior,Senior,0.22314355131420976
EMP0610,42.0,8.0,1.0,51.0,94.0,14.0,71.0,Junior,1,Moderate,Medium,1.5555555555555556,Very High,New,Late Mid,0.9382696385929303
EMP0611,32.0,27.0,1.0,95.0,35.0,7.0,83.0,Mid,0,Very Low,Very High,0.25,Low,Veteran,Young,0.22314355131420976
EMP0612,37.0,28.0,3.0,22.0,12.0,17.0,55.0,Lead,0,Very Low,Low,0.5862068965517241,Moderate,Veteran,Early Mid,0.46134556650262093
EMP0613,35.0,22.0,3.0,87.0,140.0,1.0,85.0,Lead,0,High,Very High,0.043478260869565216,Low,Senior,Early Mid,0.04255961441879593
EMP0614,46.0,23.0,5.0,87.0,25.0,11.0,79.0,Junior,0,Very Low,Very High,0.4583333333333333,Moderate,Veteran,Late Mid,0.37729423114146804
EMP0615,35.0,8.0,2.0,17.0,65.0,15.0,52.0,Mid,0,Low,Low,1.6666666666666667,Very High,New,Early Mid,0.9808292530117262
EMP0616,59.0,29.0,3.0,5.0,114.0,0.0,43.0,Junior,0,Moderate,Low,0.0,Low,Veteran,Senior,0.0
EMP0617,39.0,20.0,1.0,33.0,172.0,12.0,93.0,Junior,0,Very High,Medium,0.5714285714285714,Moderate,Senior,Early Mid,0.4519851237430572
EMP0618,35.0,19.0,2.0,35.0,114.0,16.0,55.0,Mid,0,Moderate,Medium,0.8,High,Senior,Early Mid,0.5877866649021191
EMP0619,45.0,22.0,4.0,8.0,21.0,10.0,9.0,Senior,0,Very Low,Low,0.43478260869565216,Moderate,Senior,Late Mid,0.36101334553733055
EMP0620,29.0,27.0,3.0,91.0,8.0,3.0,82.0,Mid,0,Very Low,Very High,0.10714285714285714,Low,Veteran,Young,0.10178269430994231
EMP0621,46.0,13.0,5.0,72.0,91.0,8.0,89.0,Lead,1,Moderate,High,0.5714285714285714,Moderate,Mid,Late Mid,0.4519851237430572
EMP0622,55.0,5.0,1.0,75.0,104.0,10.0,50.0,Mid,0,Moderate,Very High,1.6666666666666667,Very High,New,Senior,0.9808292530117262
EMP0623,49.0,28.0,1.0,51.0,61.0,15.0,10.0,Mid,0,Low,Medium,0.5172413793103449,Moderate,Veteran,Late Mid,0.41689380393178715
EMP0625,39.0,14.0,1.0,37.0,81.0,10.0,48.0,Senior,0,Low,Medium,0.6666666666666666,High,Mid,Early Mid,0.5108256237659907
EMP0626,55.0,17.0,2.0,60.0,123.0,18.0,77.0,Senior,0,High,High,1.0,High,Senior,Senior,0.6931471805599453
EMP0627,24.0,24.0,4.0,51.0,17.0,16.0,81.0,Lead,1,Very Low,Medium,0.64,High,Veteran,Young,0.49469624183610705
EMP0628,33.0,19.0,1.0,98.0,188.0,14.0,67.0,Lead,1,Very High,Very High,0.7,High,Senior,Early Mid,0.5306282510621704
EMP0629,57.0,22.0,3.0,18.0,91.0,18.0,61.0,Mid,0,Moderate,Low,0.782608695652174,High,Senior,Senior,0.5780778507751582
EMP0630,26.0,26.0,2.0,30.0,92.0,10.0,81.0,Lead,1,Moderate,Medium,0.37037037037037035,Moderate,Veteran,Young,0.31508104663989533
EMP0631,40.0,2.0,3.0,40.0,60.0,18.0,16.0,Senior,1,Low,Medium,6.0,Very High,New,Early Mid,1.9459101490553132
EMP0632,33.0,20.0,4.0,18.0,177.0,17.0,32.0,Lead,0,Very High,Low,0.8095238095238095,High,Senior,Early Mid,0.5930637220029628
EMP0633,48.0,26.0,4.0,3.0,195.0,11.0,99.0,Junior,0,Very High,Low,0.4074074074074074,Moderate,Veteran,Late Mid,0.34174929372205665
EMP0634,38.0,7.0,1.0,46.0,36.0,0.0,70.0,Junior,0,Very Low,Medium,0.0,Low,New,Early Mid,0.0
EMP0635,49.0,19.0,1.0,54.0,43.0,9.0,29.0,Junior,0,Low,High,0.45,Moderate,Senior,Late Mid,0.37156355643248307
EMP0636,43.0,11.0,1.0,72.0,90.0,0.0,82.0,Lead,0,Moderate,High,0.0,Low,Mid,Late Mid,0.0
EMP0637,31.0,21.0,2.0,59.0,103.0,16.0,88.0,Lead,0,Moderate,High,0.7272727272727273,High,Senior,Young,0.5465437063680699
EMP0638,27.0,4.0,3.0,82.0,2.0,13.0,44.0,Lead,0,Very Low,Very High,2.6,Very High,New,Young,1.2809338454620645
EMP0639,38.0,0.0,5.0,51.0,154.0,1.0,96.0,Mid,0,High,Medium,1.0,High,New,Early Mid,0.6931471805599453
EMP0640,33.0,8.0,2.0,81.0,150.0,11.0,7.0,Lead,0,High,Very High,1.2222222222222223,Very High,New,Early Mid,0.7985076962177716
EMP0641,27.0,16.0,5.0,25.0,116.0,15.0,59.0,Lead,0,Moderate,Low,0.8823529411764706,High,Senior,Young,0.6325225587435105
EMP0642,43.0,27.0,5.0,61.0,65.0,4.0,86.0,Mid,1,Low,High,0.14285714285714285,Low,Veteran,Late Mid,0.13353139262452263
EMP0643,37.0,2.0,5.0,38.0,170.0,14.0,52.0,Mid,0,Very High,Medium,4.666666666666667,Very High,New,Early Mid,1.7346010553881064
EMP0644,25.0,28.0,1.0,32.0,194.0,15.0,79.0,Junior,0,Very High,Medium,0.5172413793103449,Moderate,Veteran,Young,0.41689380393178715
EMP0645,46.0,17.0,5.0,77.0,103.0,4.0,70.0,Senior,0,Moderate,Very High,0.2222222222222222,Low,Senior,Late Mid,0.20067069546215116
EMP0646,54.0,5.0,3.0,51.0,56.0,7.0,51.0,Mid,0,Low,Medium,1.1666666666666667,Very High,New,Senior,0.7731898882334818
EMP0647,22.0,11.0,1.0,33.0,93.0,10.0,86.0,Senior,1,Moderate,Medium,0.8333333333333334,High,Mid,Young,0.6061358035703156
EMP0648,36.0,21.0,3.0,22.0,76.0,11.0,13.0,Senior,1,Low,Low,0.5,Moderate,Senior,Early Mid,0.4054651081081644
EMP0649,38.0,5.0,4.0,31.0,135.0,0.0,38.0,Junior,0,High,Medium,0.0,Low,New,Early Mid,0.0
EMP0650,40.0,3.0,3.0,70.0,178.0,10.0,79.0,Lead,0,Very High,High,2.5,Very High,New,Early Mid,1.252762968495368
EMP0651,40.0,21.0,5.0,38.0,103.0,11.0,78.0,Junior,1,Moderate,Medium,0.5,Moderate,Senior,Early Mid,0.4054651081081644
EMP0653,22.0,18.0,5.0,69.0,62.0,12.0,98.0,Mid,1,Low,High,0.631578947368421,Moderate,Senior,Young,0.4895482253187058
EMP0654,44.0,25.0,2.0,4.0,156.0,0.0,44.0,Senior,0,High,Low,0.0,Low,Veteran,Late Mid,0.0
EMP0655,37.0,2.0,5.0,2.0,96.0,14.0,45.0,Mid,0,Moderate,Low,4.666666666666667,Very High,New,Early Mid,1.7346010553881064
EMP0656,45.0,13.0,4.0,7.0,107.0,1.0,2.0,Senior,0,Moderate,Low,0.07142857142857142,Low,Mid,Late Mid,0.06899287148695145
EMP0657,41.0,21.0,5.0,38.0,58.0,17.0,57.0,Senior,1,Low,Medium,0.7727272727272727,High,Senior,Early Mid,0.5725191927713306
EMP0658,36.0,1.0,4.0,51.0,21.0,7.0,21.0,Mid,0,Very Low,Medium,3.5,Very High,New,Early Mid,1.5040773967762742
EMP0659,45.0,10.0,2.0,81.0,68.0,18.0,60.0,Lead,0,Low,Very High,1.6363636363636365,Very High,Mid,Late Mid,0.9694005571881035
EMP0660,58.0,8.0,5.0,50.0,162.0,18.0,87.0,Junior,0,Very High,Medium,2.0,Very High,New,Senior,1.0986122886681096
EMP0662,53.0,8.0,4.0,29.0,176.0,6.0,46.0,Lead,0,Very High,Medium,0.6666666666666666,High,New,Senior,0.5108256237659907
EMP0663,52.0,17.0,4.0,95.0,148.0,14.0,92.0,Junior,0,High,Very High,0.7777777777777778,High,Senior,Senior,0.5753641449035618
EMP0664,36.0,19.0,4.0,51.0,10.0,10.0,37.0,Lead,1,Very Low,Medium,0.5,Moderate,Senior,Early Mid,0.4054651081081644
EMP0665,22.0,16.0,5.0,0.0,65.0,2.0,30.0,Senior,1,Low,Low,0.11764705882352941,Low,Senior,Young,0.11122563511022437
EMP0667,56.0,29.0,3.0,85.0,191.0,13.0,54.0,Mid,1,Very High,Very High,0.43333333333333335,Moderate,Veteran,Senior,0.36000273403140703
EMP0668,58.0,20.0,4.0,52.0,10.0,18.0,79.0,Junior,0,Very Low,High,0.8571428571428571,High,Senior,Senior,0.6190392084062234
EMP0669,51.0,10.0,1.0,51.0,136.0,16.0,1.0,Mid,0,High,Medium,1.4545454545454546,Very High,Mid,Senior,0.8979415932059586
EMP0670,47.0,8.0,5.0,47.0,103.0,10.0,75.0,Lead,0,Moderate,Medium,1.1111111111111112,High,New,Late Mid,0.7472144018302211
EMP0671,32.0,27.0,2.0,33.0,3.0,11.0,88.0,Senior,1,Very Low,Medium,0.39285714285714285,Moderate,Veteran,Young,0.3313571359544425
EMP0672,53.0,18.0,4.0,90.0,78.0,14.0,91.0,Lead,0,Low,Very High,0.7368421052631579,High,Senior,Senior,0.5520685823000397
EMP0673,23.0,20.0,1.0,20.0,90.0,10.0,93.0,Mid,0,Moderate,Low,0.47619047619047616,Moderate,Senior,Young,0.38946476676172326
EMP0674,31.0,2.0,3.0,83.0,119.0,19.0,38.0,Junior,0,High,Very High,6.333333333333333,Very High,New,Young,1.992430164690206
EMP0675,43.0,1.0,2.0,57.0,120.0,12.0,11.0,Junior,1,High,High,6.0,Very High,New,Late Mid,1.9459101490553132
EMP0676,30.0,26.0,1.0,59.0,93.0,15.0,34.0,Mid,0,Moderate,High,0.5555555555555556,Moderate,Veteran,Young,0.44183275227903923
EMP0677,51.0,23.0,1.0,67.0,71.0,11.0,4.0,Mid,1,Low,High,0.4583333333333333,Moderate,Veteran,Senior,0.37729423114146804
EMP0678,41.0,2.0,3.0,58.0,118.0,4.0,5.0,Mid,0,High,High,1.3333333333333333,Very High,New,Early Mid,0.8472978603872036
EMP0679,42.0,19.0,5.0,81.0,82.0,17.0,36.0,Senior,1,Low,Very High,0.85,High,Senior,Late Mid,0.6151856390902335
EMP0680,39.0,16.0,2.0,33.0,103.0,2.0,38.0,Junior,1,Moderate,Medium,0.11764705882352941,Low,Senior,Early Mid,0.11122563511022437
EMP0681,41.0,20.0,4.0,72.0,49.0,15.0,76.0,Junior,0,Low,High,0.7142857142857143,High,Senior,Early Mid,0.538996500732687
EMP0682,37.0,21.0,3.0,40.0,171.0,0.0,10.0,Lead,0,Very High,Medium,0.0,Low,Senior,Early Mid,0.0
EMP0683,56.0,23.0,4.0,36.0,30.0,19.0,46.0,Mid,0,Very Low,Medium,0.7916666666666666,High,Veteran,Senior,0.5831462853456167
EMP0685,51.0,15.0,1.0,73.0,32.0,9.0,98.0,Senior,0,Very Low,High,0.5625,Moderate,Mid,Senior,0.44628710262841953
EMP0686,24.0,28.0,2.0,38.0,137.0,4.0,95.0,Senior,1,High,Medium,0.13793103448275862,Low,Veteran,Young,0.1292117314800062
EMP0687,53.0,15.0,3.0,52.0,76.0,14.0,8.0,Mid,0,Low,High,0.875,High,Mid,Senior,0.6286086594223741
EMP0689,47.0,22.0,3.0,36.0,191.0,18.0,30.0,Mid,0,Very High,Medium,0.782608695652174,High,Senior,Late Mid,0.5780778507751582
EMP0690,26.0,13.0,5.0,70.0,141.0,4.0,90.0,Lead,0,High,High,0.2857142857142857,Low,Mid,Young,0.25131442828090605
EMP0691,49.0,24.0,2.0,69.0,16.0,7.0,46.0,Mid,1,Very Low,High,0.28,Low,Veteran,Late Mid,0.2468600779315258
EMP0692,29.0,23.0,5.0,18.0,103.0,8.0,75.0,Mid,0,Moderate,Low,0.3333333333333333,Low,Veteran,Young,0.2876820724517809
EMP0694,57.0,6.0,5.0,73.0,32.0,1.0,45.0,Mid,0,Very Low,High,0.14285714285714285,Low,New,Senior,0.13353139262452263
EMP0695,34.0,23.0,1.0,85.0,11.0,10.0,19.0,Junior,0,Very Low,Very High,0.4166666666666667,Moderate,Veteran,Early Mid,0.3483066942682158
EMP0696,41.0,15.0,4.0,63.0,118.0,10.0,20.0,Senior,1,High,High,0.625,Moderate,Mid,Early Mid,0.48550781578170077
EMP0697,39.0,18.0,4.0,62.0,63.0,4.0,19.0,Mid,1,Low,High,0.21052631578947367,Low,Senior,Early Mid,0.19105523676270922
EMP0698,41.0,1.0,4.0,90.0,161.0,13.0,16.0,Junior,0,Very High,Very High,6.5,Very High,New,Early Mid,2.0149030205422647
EMP0699,54.0,6.0,2.0,86.0,57.0,6.0,45.0,Mid,1,Low,Very High,0.8571428571428571,High,New,Senior,0.6190392084062234
EMP0700,42.0,15.0,4.0,17.0,94.0,17.0,15.0,Lead,0,Moderate,Low,1.0625,High,Mid,Late Mid,0.723918839226699
EMP0701,45.0,0.0,5.0,49.0,95.0,6.0,90.0,Junior,1,Moderate,Medium,6.0,Very High,New,Late Mid,1.9459101490553132
EMP0702,49.0,21.0,4.0,45.0,125.0,19.0,44.0,Junior,1,High,Medium,0.8636363636363636,High,Senior,Late Mid,0.622529613345992
EMP0703,26.0,13.0,2.0,65.0,65.0,2.0,76.0,Junior,1,Low,High,0.14285714285714285,Low,Mid,Young,0.13353139262452263
EMP0705,45.0,13.0,2.0,73.0,6.0,16.0,92.0,Mid,1,Very Low,High,1.1428571428571428,High,Mid,Late Mid,0.7621400520468967
EMP0706,35.0,22.0,2.0,25.0,103.0,8.0,56.0,Junior,1,Moderate,Low,0.34782608695652173,Low,Senior,Early Mid,0.29849298855599654
EMP0707,57.0,15.0,5.0,52.0,170.0,16.0,85.0,Senior,1,Very High,High,1.0,High,Mid,Senior,0.6931471805599453
EMP0708,57.0,21.0,3.0,95.0,1.0,13.0,36.0,Lead,1,Very Low,Very High,0.5909090909090909,Moderate,Senior,Senior,0.46430560813109784
EMP0709,47.0,26.0,1.0,94.0,188.0,15.0,67.0,Junior,0,Very High,Very High,0.5555555555555556,Moderate,Veteran,Late Mid,0.44183275227903923
EMP0711,42.0,5.0,4.0,96.0,145.0,18.0,63.0,Senior,0,High,Very High,3.0,Very High,New,Late Mid,1.3862943611198906
EMP0712,41.0,26.0,5.0,35.0,24.0,18.0,42.0,Lead,0,Very Low,Medium,0.6666666666666666,High,Veteran,Early Mid,0.5108256237659907
EMP0713,55.0,12.0,1.0,10.0,38.0,6.0,24.0,Junior,0,Very Low,Low,0.46153846153846156,Moderate,Mid,Senior,0.37948962170490375
EMP0714,35.0,22.0,3.0,96.0,157.0,18.0,78.0,Lead,1,High,Very High,0.782608695652174,High,Senior,Early Mid,0.5780778507751582
EMP0715,42.0,10.0,2.0,91.0,45.0,14.0,73.0,Senior,0,Low,Very High,1.2727272727272727,Very High,Mid,Late Mid,0.8209805520698302
EMP0716,40.0,15.0,4.0,13.0,103.0,16.0,47.0,Senior,0,Moderate,Low,1.0,High,Mid,Early Mid,0.6931471805599453
EMP0717,33.0,26.0,3.0,19.0,103.0,12.0,87.0,Lead,1,Moderate,Low,0.4444444444444444,Moderate,Veteran,Early Mid,0.36772478012531734
EMP0718,57.0,28.0,5.0,39.0,187.0,15.0,51.0,Senior,0,Very High,Medium,0.5172413793103449,Moderate,Veteran,Senior,0.41689380393178715
EMP0719,51.0,10.0,2.0,11.0,103.0,13.0,51.0,Mid,0,Moderate,Low,1.1818181818181819,Very High,Mid,Senior,0.7801585575495751
EMP0720,54.0,1.0,5.0,32.0,134.0,4.0,36.0,Junior,0,High,Medium,2.0,Very High,New,Senior,1.0986122886681096
EMP0721,44.0,27.0,2.0,6.0,127.0,13.0,34.0,Lead,0,High,Low,0.4642857142857143,Moderate,Veteran,Late Mid,0.3813675565291039
EMP0722,41.0,11.0,2.0,85.0,138.0,3.0,44.0,Senior,0,High,Very High,0.25,Low,Mid,Early Mid,0.22314355131420976
EMP0724,49.0,23.0,5.0,16.0,18.0,16.0,63.0,Mid,0,Very Low,Low,0.6666666666666666,High,Veteran,Late Mid,0.5108256237659907
EMP0725,40.0,26.0,3.0,94.0,33.0,5.0,51.0,Lead,0,Very Low,Very High,0.18518518518518517,Low,Veteran,Early Mid,0.16989903679539747
EMP0726,58.0,23.0,3.0,61.0,107.0,4.0,10.0,Junior,0,Moderate,High,0.16666666666666666,Low,Veteran,Senior,0.1541506798272583
EMP0727,52.0,0.0,4.0,66.0,175.0,7.0,84.0,Lead,1,Very High,High,7.0,Very High,New,Senior,2.0794415416798357
EMP0728,38.0,17.0,1.0,56.0,33.0,4.0,69.0,Mid,0,Very Low,High,0.2222222222222222,Low,Senior,Early Mid,0.20067069546215116
EMP0729,49.0,7.0,2.0,86.0,79.0,11.0,15.0,Senior,1,Low,Very High,1.375,Very High,New,Late Mid,0.8649974374866045
EMP0730,25.0,20.0,2.0,66.0,155.0,0.0,33.0,Junior,0,High,High,0.0,Low,Senior,Young,0.0
EMP0731,27.0,21.0,3.0,59.0,157.0,15.0,28.0,Junior,1,High,High,0.6818181818181818,High,Senior,Young,0.5198754592859085
EMP0732,40.0,18.0,3.0,59.0,168.0,9.0,63.0,Junior,0,Very High,High,0.47368421052631576,Moderate,Senior,Early Mid,0.38776553100876343
EMP0733,44.0,1.0,1.0,8.0,38.0,14.0,33.0,Mid,0,Very Low,Low,7.0,Very High,New,Late Mid,2.0794415416798357
EMP0734,27.0,16.0,5.0,46.0,64.0,7.0,92.0,Junior,0,Low,Medium,0.4117647058823529,Moderate,Senior,Young,0.34484048629172953
EMP0735,45.0,15.0,3.0,89.0,129.0,6.0,96.0,Lead,1,High,Very High,0.375,Moderate,Mid,Late Mid,0.3184537311185346
EMP0736,43.0,18.0,5.0,88.0,41.0,8.0,67.0,Senior,0,Very Low,Very High,0.42105263157894735,Moderate,Senior,Late Mid,0.3513978868378886
EMP0738,35.0,3.0,4.0,36.0,106.0,17.0,44.0,Senior,1,Moderate,Medium,4.25,Very High,New,Early Mid,1.6582280766035324
EMP0739,45.0,9.0,4.0,48.0,55.0,16.0,87.0,Junior,0,Low,Medium,1.6,Very High,Mid,Late Mid,0.9555114450274365
EMP0740,46.0,10.0,5.0,6.0,105.0,5.0,59.0,Lead,0,Moderate,Low,0.45454545454545453,Moderate,Mid,Late Mid,0.3746934494414107
EMP0741,38.0,13.0,5.0,15.0,40.0,19.0,22.0,Mid,0,Very Low,Low,1.3571428571428572,Very High,Mid,Early Mid,0.8574502318512216
EMP0742,56.0,13.0,5.0,56.0,180.0,10.0,4.0,Junior,0,Very High,High,0.7142857142857143,High,Mid,Senior,0.538996500732687
EMP0743,41.0,25.0,1.0,69.0,184.0,6.0,96.0,Mid,0,Very High,High,0.23076923076923078,Low,Veteran,Early Mid,0.20763936477824452
EMP0744,49.0,10.0,4.0,39.0,108.0,7.0,21.0,Mid,0,Moderate,Medium,0.6363636363636364,Moderate,Mid,Late Mid,0.4924764850977942
EMP0745,23.0,24.0,1.0,51.0,13.0,9.0,62.0,Mid,0,Very Low,Medium,0.36,Moderate,Veteran,Young,0.3074846997479606
EMP0746,55.0,10.0,4.0,51.0,9.0,10.0,21.0,Mid,0,Very Low,Medium,0.9090909090909091,High,Mid,Senior,0.6466271649250525
EMP0747,22.0,3.0,2.0,26.0,38.0,5.0,99.0,Lead,0,Very Low,Low,1.25,Very High,New,Young,0.8109302162163288
EMP0748,24.0,25.0,2.0,74.0,1.0,6.0,43.0,Lead,0,Very Low,Very High,0.23076923076923078,Low,Veteran,Young,0.20763936477824452
EMP0749,43.0,24.0,3.0,16.0,169.0,10.0,44.0,Mid,0,Very High,Low,0.4,Moderate,Veteran,Late Mid,0.33647223662121295
EMP0751,36.0,9.0,4.0,39.0,164.0,19.0,88.0,Lead,0,Very High,Medium,1.9,Very High,Mid,Early Mid,1.0647107369924282
EMP0752,57.0,13.0,5.0,46.0,74.0,7.0,14.0,Mid,0,Low,Medium,0.5,Moderate,Mid,Senior,0.4054651081081644
EMP0753,33.0,17.0,3.0,31.0,36.0,8.0,3.0,Lead,1,Very Low,Medium,0.4444444444444444,Moderate,Senior,Early Mid,0.36772478012531734
EMP0754,58.0,16.0,2.0,62.0,83.0,12.0,24.0,Mid,0,Low,High,0.7058823529411765,High,Senior,Senior,0.534082485930258
EMP0755,28.0,5.0,2.0,94.0,119.0,4.0,42.0,Junior,0,High,Very High,0.6666666666666666,High,New,Young,0.5108256237659907
EMP0756,52.0,4.0,1.0,29.0,139.0,13.0,77.0,Lead,0,High,Medium,2.6,Very High,New,Senior,1.2809338454620645
EMP0757,26.0,18.0,2.0,17.0,198.0,10.0,81.0,Junior,0,Very High,Low,0.5263157894736842,Moderate,Senior,Young,0.42285685082003355
EMP0758,48.0,5.0,1.0,2.0,133.0,17.0,74.0,Mid,0,High,Low,2.8333333333333335,Very High,New,Late Mid,1.3437347467010947
EMP0759,46.0,10.0,1.0,48.0,109.0,1.0,30.0,Senior,0,Moderate,Medium,0.09090909090909091,Low,Mid,Late Mid,0.08701137698962977
EMP0760,38.0,11.0,1.0,71.0,117.0,2.0,51.0,Lead,0,Moderate,High,0.16666666666666666,Low,Mid,Early Mid,0.1541506798272583
EMP0761,49.0,2.0,3.0,54.0,198.0,15.0,78.0,Senior,0,Very High,High,5.0,Very High,New,Late Mid,1.791759469228055
EMP0762,48.0,14.0,4.0,29.0,159.0,9.0,51.0,Lead,0,High,Medium,0.6,Moderate,Mid,Late Mid,0.4700036292457356
EMP0763,41.0,23.0,5.0,51.0,177.0,12.0,64.0,Senior,0,Very High,Medium,0.5,Moderate,Veteran,Early Mid,0.4054651081081644
EMP0764,50.0,3.0,5.0,15.0,163.0,15.0,83.0,Mid,0,Very High,Low,3.75,Very High,New,Senior,1.55814461804655
EMP0765,48.0,21.0,1.0,19.0,27.0,14.0,2.0,Mid,0,Very Low,Low,0.6363636363636364,Moderate,Senior,Late Mid,0.4924764850977942
EMP0766,38.0,12.0,4.0,21.0,182.0,0.0,59.0,Lead,1,Very High,Low,0.0,Low,Mid,Early Mid,0.0
EMP0767,59.0,13.0,3.0,73.0,131.0,6.0,91.0,Mid,0,High,High,0.42857142857142855,Moderate,Mid,Senior,0.35667494393873234
EMP0768,37.0,13.0,2.0,21.0,177.0,10.0,87.0,Mid,0,Very High,Low,0.7142857142857143,High,Mid,Early Mid,0.538996500732687
EMP0769,30.0,5.0,2.0,37.0,139.0,14.0,12.0,Junior,1,High,Medium,2.3333333333333335,Very High,New,Young,1.2039728043259361
EMP0770,53.0,10.0,5.0,36.0,145.0,10.0,52.0,Junior,0,High,Medium,0.9090909090909091,High,Mid,Senior,0.6466271649250525
EMP0771,22.0,29.0,1.0,84.0,50.0,2.0,95.0,Senior,1,Low,Very High,0.06666666666666667,Low,Veteran,Young,0.06453852113757116
EMP0772,30.0,22.0,4.0,71.0,73.0,10.0,73.0,Senior,0,Low,High,0.43478260869565216,Moderate,Senior,Young,0.36101334553733055
EMP0773,28.0,2.0,3.0,2.0,107.0,10.0,94.0,Mid,1,Moderate,Low,3.3333333333333335,Very High,New,Young,1.4663370687934272
EMP0774,58.0,8.0,2.0,91.0,60.0,14.0,56.0,Lead,1,Low,Very High,1.5555555555555556,Very High,New,Senior,0.9382696385929303
EMP0776,58.0,6.0,4.0,42.0,35.0,10.0,76.0,Mid,0,Very Low,Medium,1.4285714285714286,Very High,New,Senior,0.8873031950009028
EMP0777,25.0,3.0,3.0,58.0,61.0,10.0,20.0,Senior,1,Low,High,2.5,Very High,New,Young,1.252762968495368
EMP0778,58.0,11.0,4.0,68.0,137.0,7.0,89.0,Mid,1,High,High,0.5833333333333334,Moderate,Mid,Senior,0.4595323293784402
EMP0779,31.0,24.0,4.0,94.0,61.0,8.0,55.0,Junior,1,Low,Very High,0.32,Low,Veteran,Young,0.2776317365982795
EMP0780,31.0,14.0,5.0,83.0,107.0,8.0,79.0,Lead,0,Moderate,Very High,0.5333333333333333,Moderate,Mid,Young,0.4274440148269396
EMP0781,56.0,29.0,2.0,7.0,29.0,10.0,55.0,Lead,0,Very Low,Low,0.3333333333333333,Low,Veteran,Senior,0.2876820724517809
EMP0782,29.0,26.0,1.0,85.0,59.0,16.0,20.0,Senior,0,Low,Very High,0.5925925925925926,Moderate,Veteran,Young,0.4653632496892333
EMP0783,44.0,17.0,1.0,56.0,80.0,18.0,51.0,Lead,0,Low,High,1.0,High,Senior,Late Mid,0.6931471805599453
EMP0784,28.0,7.0,3.0,39.0,21.0,14.0,51.0,Senior,0,Very Low,Medium,1.75,Very High,New,Young,1.0116009116784799
EMP0785,23.0,26.0,2.0,25.0,100.0,2.0,26.0,Junior,0,Moderate,Low,0.07407407407407407,Low,Veteran,Young,0.07145896398214495
